1, 1, 4, 2, 113
2, 2, 3, 2, 5
4, 4, 6, 3, 16
5, 18, 5, 3, 77
3, 8, 4, 3, 51
3, 7, 3, 3, 37
2, 4, 8, 4, 39
3, 15, 7, 4, 41
0, 0, 6, 4, 0
2, 2, 5, 4, 7
3, 12, 4, 4, 88
2, 7, 3, 4, 15
3, 16, 10, 5, 85
7, 12, 9, 5, 43
6, 36, 8, 5, 186
2, 4, 7, 5, 17
3, 19, 6, 5, 42
5, 53, 5, 5, 289
3, 14, 4, 5, 56
3, 27, 3, 5, 166
6, 51, 14, 7, 137
7, 242, 16, 8, 600
6, 56, 15, 8, 191
11, 3011, 14, 8, 5620
9, 1155, 13, 8, 1509
11, 3272, 18, 9, 8540
8, 343, 24, 12, 757
9, 226, 24, 13, 353
13, 134006, 23, 13, 584147
12, 47943, 28, 14, 165163
12, 40260, 32, 16, 246946
13, 137957, 36, 18, 856329
9, 3239, 38, 19, 9811
3, 3, 4, 2, 6
0, 0, 3, 2, 0
2, 2, 6, 3, 3
4, 12, 5, 3, 35
3, 6, 4, 3, 13
2, 4, 3, 3, 35
1, 2, 8, 4, 11
3, 5, 7, 4, 19
2, 8, 6, 4, 20
2, 5, 5, 4, 23
3, 13, 4, 4, 41
4, 13, 3, 4, 24
0, 0, 10, 5, 0
2, 5, 9, 5, 15
6, 36, 8, 5, 127
4, 12, 7, 5, 47
5, 89, 6, 5, 261
2, 7, 5, 5, 48
4, 21, 4, 5, 75
4, 14, 3, 5, 68
2, 5, 14, 7, 17
6, 93, 13, 7, 197
11, 1344, 12, 7, 2955
5, 81, 16, 8, 129
3, 22, 15, 8, 42
6, 65, 14, 8, 121
8, 1115, 13, 8, 1399
8, 1255, 12, 8, 1806
3, 12, 18, 9, 30
9, 889, 20, 10, 797
5, 22, 19, 10, 47
10, 1514, 18, 10, 1323
5, 88, 17, 10, 77
8, 20, 22, 11, 16
9, 1928, 21, 11, 2316
11, 10614, 20, 11, 19158
5, 125, 24, 12, 207
3, 6, 26, 13, 18
3, 18, 30, 15, 23
2, 4, 29, 15, 7
5, 157, 34, 17, 217
3, 3, 4, 2, 3
1, 1, 3, 2, 1
3, 3, 6, 3, 9
4, 4, 5, 3, 8
2, 3, 4, 3, 4
3, 7, 3, 3, 9
6, 33, 8, 4, 54
2, 3, 7, 4, 4
5, 21, 6, 4, 48
1, 1, 5, 4, 1
0, 0, 4, 4, 0
0, 0, 3, 4, 0
9, 155, 10, 5, 269
0, 0, 9, 5, 0
2, 3, 8, 5, 5
1, 2, 7, 5, 7
2, 5, 6, 5, 13
6, 52, 5, 5, 126
5, 86, 4, 5, 168
3, 12, 3, 5, 22
6, 145, 12, 6, 279
3, 11, 11, 6, 14
5, 41, 10, 6, 75
4, 9, 9, 6, 13
9, 499, 8, 6, 786
5, 23, 7, 6, 41
6, 101, 6, 6, 233
5, 67, 5, 6, 149
1, 2, 4, 6, 9
6, 157, 3, 6, 321
6, 205, 16, 8, 485
8, 985, 15, 8, 942
1, 1, 14, 8, 1
3, 21, 18, 9, 25
11, 10963, 17, 9, 25095
9, 1242, 20, 10, 2134
3, 15, 19, 10, 56
0, 0, 22, 11, 0
9, 1907, 21, 11, 2606
7, 658, 24, 12, 760
7, 103, 28, 14, 146
11, 15141, 27, 14, 30772
2, 5, 44, 22, 13
8, 1502, 43, 22, 2000
1, 1, 4, 2, 3
1, 1, 3, 2, 4
6, 9, 5, 3, 37
4, 8, 4, 3, 41
2, 3, 3, 3, 16
4, 14, 8, 4, 57
3, 4, 7, 4, 21
4, 18, 6, 4, 85
3, 14, 5, 4, 63
4, 13, 4, 4, 59
3, 14, 3, 4, 72
4, 12, 10, 5, 60
10, 392, 9, 5, 4451
5, 41, 8, 5, 130
4, 25, 6, 5, 114
6, 119, 5, 5, 331
0, 0, 4, 5, 0
4, 32, 3, 5, 85
7, 196, 12, 6, 1111
7, 47, 11, 6, 129
6, 114, 10, 6, 334
1, 1, 8, 6, 14
5, 91, 7, 6, 222
5, 27, 6, 6, 58
2, 5, 5, 6, 18
8, 944, 4, 6, 1877
5, 112, 3, 6, 207
9, 108, 14, 7, 214
5, 119, 16, 8, 390
10, 1050, 15, 8, 2738
3, 12, 18, 9, 15
15, 1348177, 26, 13, 3743387
5, 182, 28, 14, 704
8, 564, 30, 15, 664
3, 3, 4, 2, 17
3, 3, 3, 2, 18
1, 1, 6, 3, 8
0, 0, 5, 3, 1
3, 10, 4, 3, 82
2, 7, 3, 3, 40
3, 6, 8, 4, 43
5, 31, 7, 4, 250
6, 25, 6, 4, 174
2, 7, 5, 4, 109
3, 11, 4, 4, 62
2, 7, 3, 4, 44
2, 3, 10, 5, 50
6, 49, 9, 5, 445
7, 238, 8, 5, 1908
9, 106, 7, 5, 721
5, 59, 6, 5, 446
3, 17, 5, 5, 123
6, 164, 4, 5, 1244
2, 11, 3, 5, 84
6, 53, 12, 6, 1329
1, 3, 11, 6, 34
2, 4, 10, 6, 17
7, 181, 9, 6, 3998
3, 12, 8, 6, 48
7, 130, 7, 6, 358
3, 32, 6, 6, 84
2, 12, 5, 6, 36
3, 16, 4, 6, 46
3, 6, 3, 6, 16
9, 156, 14, 7, 646
8, 1230, 13, 7, 4348
3, 21, 11, 7, 99
8, 1079, 10, 7, 2126
5, 28, 9, 7, 109
2, 5, 8, 7, 11
4, 38, 7, 7, 96
2, 5, 6, 7, 13
7, 235, 5, 7, 642
5, 100, 4, 7, 197
1, 3, 3, 7, 4
4, 44, 16, 8, 99
2, 5, 15, 8, 6
8, 1014, 14, 8, 2700
1, 1, 13, 8, 3
5, 110, 12, 8, 203
7, 458, 11, 8, 736
7, 656, 10, 8, 1673
1, 2, 9, 8, 3
4, 41, 8, 8, 41
4, 16, 7, 8, 17
4, 17, 6, 8, 19
5, 65, 18, 9, 102
2, 9, 17, 9, 16
5, 229, 20, 10, 377
11, 29360, 22, 11, 68995
11, 8104, 24, 12, 10740
5, 103, 26, 13, 170
2, 3, 25, 13, 10
6, 500, 24, 13, 867
5, 86, 32, 16, 139
6, 213, 31, 16, 246
9, 4099, 34, 17, 7404
7, 703, 36, 18, 778
5, 136, 35, 18, 183
1, 1, 4, 2, 2
1, 1, 3, 2, 2
2, 3, 6, 3, 11
6, 10, 5, 3, 44
2, 5, 4, 3, 10
3, 8, 3, 3, 33
5, 18, 8, 4, 52
6, 69, 7, 4, 254
1, 2, 6, 4, 8
4, 33, 5, 4, 95
3, 14, 4, 4, 54
3, 19, 3, 4, 51
1, 2, 10, 5, 8
8, 160, 9, 5, 401
2, 9, 8, 5, 25
3, 12, 7, 5, 28
3, 14, 6, 5, 40
5, 50, 5, 5, 128
3, 30, 4, 5, 78
1, 3, 3, 5, 10
4, 16, 12, 6, 159
6, 71, 11, 6, 243
2, 2, 10, 6, 12
2, 6, 9, 6, 29
7, 301, 8, 6, 845
7, 104, 7, 6, 298
6, 62, 6, 6, 162
3, 18, 5, 6, 45
5, 97, 4, 6, 217
6, 155, 3, 6, 355
10, 90, 14, 7, 415
9, 696, 13, 7, 2495
0, 0, 12, 7, 1
6, 86, 11, 7, 445
8, 263, 10, 7, 1009
4, 26, 9, 7, 111
5, 119, 8, 7, 484
2, 4, 7, 7, 16
9, 2283, 6, 7, 7086
3, 8, 5, 7, 31
3, 21, 4, 7, 71
4, 53, 3, 7, 179
6, 172, 16, 8, 606
8, 1180, 15, 8, 3716
3, 10, 14, 8, 29
4, 21, 13, 8, 73
8, 623, 12, 8, 2375
9, 692, 11, 8, 4647
6, 216, 10, 8, 724
9, 991, 9, 8, 2293
2, 3, 8, 8, 12
8, 1413, 7, 8, 2989
7, 62, 6, 8, 117
6, 169, 5, 8, 254
2, 5, 4, 8, 11
2, 3, 3, 8, 8
1, 1, 18, 9, 9
6, 187, 17, 9, 366
12, 36299, 20, 10, 78138
5, 90, 34, 17, 138
3, 16, 38, 19, 24
7, 630, 42, 21, 1248
12, 31978, 44, 22, 92738
8, 890, 46, 23, 1098
0, 0, 4, 2, 1
0, 0, 3, 2, 1
4, 8, 6, 3, 34
2, 3, 5, 3, 10
4, 10, 4, 3, 71
1, 1, 3, 3, 11
6, 27, 8, 4, 157
7, 123, 7, 4, 478
5, 45, 6, 4, 3302
3, 19, 5, 4, 163
2, 4, 4, 4, 36
2, 4, 3, 4, 19
6, 85, 10, 5, 483
6, 49, 9, 5, 295
6, 32, 8, 5, 158
1, 3, 7, 5, 11
4, 21, 6, 5, 127
6, 42, 5, 5, 246
2, 3, 4, 5, 11
1, 1, 3, 5, 4
3, 11, 12, 6, 75
2, 5, 10, 6, 23
5, 115, 9, 6, 591
5, 18, 8, 6, 89
3, 7, 7, 6, 32
4, 68, 6, 6, 329
4, 45, 5, 6, 191
0, 0, 4, 6, 0
3, 25, 3, 6, 103
2, 6, 14, 7, 27
7, 193, 13, 7, 1415
10, 1862, 12, 7, 14349
3, 7, 18, 9, 15
9, 3684, 17, 9, 6266
4, 28, 16, 9, 50
6, 55, 20, 10, 68
7, 620, 19, 10, 619
14, 181015, 26, 13, 483702
1, 3, 30, 15, 8
3, 3, 4, 2, 15
0, 0, 3, 2, 1
5, 6, 6, 3, 25
2, 2, 5, 3, 19
2, 3, 4, 3, 24
3, 9, 3, 3, 49
4, 8, 8, 4, 28
6, 38, 7, 4, 155
3, 10, 6, 4, 48
2, 10, 5, 4, 48
3, 8, 4, 4, 36
1, 1, 3, 4, 8
4, 21, 10, 5, 109
4, 38, 9, 5, 202
7, 95, 8, 5, 396
5, 93, 7, 5, 355
5, 52, 6, 5, 201
3, 7, 5, 5, 46
3, 8, 4, 5, 42
1, 1, 3, 5, 4
5, 28, 12, 6, 115
7, 317, 11, 6, 1297
7, 108, 10, 6, 526
4, 33, 9, 6, 153
2, 11, 8, 6, 36
6, 128, 7, 6, 629
4, 36, 6, 6, 185
6, 177, 5, 6, 744
5, 148, 4, 6, 753
0, 0, 3, 6, 15
8, 1546, 16, 8, 3551
4, 18, 15, 8, 32
9, 2421, 14, 8, 4002
9, 1511, 13, 8, 1680
7, 113, 18, 9, 301
3, 8, 17, 9, 19
7, 310, 22, 11, 303
8, 1070, 21, 11, 1214
17, 27245, 20, 11, 53626
10, 448, 24, 12, 708
6, 213, 23, 12, 297
7, 1277, 22, 12, 1345
12, 3626, 20, 12, 5345
9, 5351, 26, 13, 6974
6, 116, 25, 13, 249
17, 715016, 24, 13, 1794168
12, 45907, 28, 14, 299896
18, 2175518, 30, 15, 6483987
8, 3223, 32, 16, 5058
8, 2858, 31, 16, 3056
1, 1, 30, 16, 2
2, 7, 40, 20, 26
1, 1, 4, 2, 5
2, 2, 3, 2, 18
3, 3, 6, 3, 14
2, 3, 4, 3, 8
1, 1, 3, 3, 5
0, 0, 8, 4, 1
3, 14, 7, 4, 106
5, 40, 6, 4, 197
2, 4, 5, 4, 20
0, 0, 4, 4, 1
3, 16, 3, 4, 64
3, 26, 10, 5, 120
8, 41, 9, 5, 180
6, 90, 8, 5, 339
6, 43, 7, 5, 238
4, 9, 6, 5, 36
4, 47, 5, 5, 201
1, 1, 4, 5, 14
3, 16, 3, 5, 55
4, 30, 12, 6, 100
2, 6, 11, 6, 27
2, 6, 10, 6, 53
7, 279, 9, 6, 915
4, 29, 8, 6, 104
2, 3, 7, 6, 12
7, 93, 6, 6, 272
4, 40, 5, 6, 125
2, 6, 4, 6, 24
2, 3, 3, 6, 13
3, 15, 14, 7, 82
8, 383, 13, 7, 1464
5, 145, 16, 8, 706
5, 205, 15, 8, 1260
10, 5253, 14, 8, 35067
6, 272, 20, 10, 483
10, 967, 22, 11, 1505
5, 145, 21, 11, 170
6, 122, 20, 11, 139
17, 2531484, 28, 14, 7657475
5, 142, 32, 16, 170
2, 2, 4, 2, 16
1, 1, 3, 2, 1
4, 13, 6, 3, 19
2, 3, 5, 3, 6
3, 11, 4, 3, 21
1, 2, 3, 3, 3
5, 32, 8, 4, 58
2, 2, 7, 4, 5
1, 2, 6, 4, 3
2, 3, 5, 4, 4
2, 4, 4, 4, 6
3, 13, 3, 4, 24
5, 36, 10, 5, 65
6, 19, 9, 5, 33
1, 1, 8, 5, 4
3, 7, 7, 5, 11
4, 15, 6, 5, 38
2, 3, 5, 5, 9
4, 47, 4, 5, 96
1, 2, 3, 5, 3
7, 150, 12, 6, 292
5, 21, 11, 6, 45
2, 3, 10, 6, 5
4, 27, 9, 6, 50
8, 407, 8, 6, 463
4, 30, 7, 6, 55
6, 219, 6, 6, 669
3, 11, 5, 6, 22
2, 4, 4, 6, 6
1, 1, 3, 6, 2
8, 1234, 14, 7, 2476
4, 15, 13, 7, 50
4, 50, 12, 7, 105
9, 879, 11, 7, 1321
7, 234, 10, 7, 355
3, 12, 9, 7, 21
7, 333, 8, 7, 538
3, 17, 7, 7, 27
5, 46, 6, 7, 81
5, 77, 5, 7, 147
6, 245, 4, 7, 382
1, 3, 3, 7, 6
9, 531, 18, 9, 1154
7, 124, 16, 9, 118
7, 466, 22, 11, 1054
9, 2634, 21, 11, 3377
4, 36, 24, 12, 48
11, 748, 23, 12, 945
1, 1, 22, 12, 2
1, 2, 21, 12, 3
8, 1020, 20, 12, 2314
1, 1, 4, 2, 17
1, 1, 3, 2, 6
3, 3, 6, 3, 11
1, 1, 5, 3, 4
3, 5, 4, 3, 14
3, 7, 3, 3, 20
4, 15, 8, 4, 82
0, 0, 6, 4, 1
4, 18, 5, 4, 92
3, 12, 4, 4, 38
2, 10, 3, 4, 114
2, 3, 10, 5, 100
2, 6, 9, 5, 72
1, 1, 8, 5, 24
5, 34, 7, 5, 177
3, 10, 6, 5, 74
4, 36, 5, 5, 252
2, 10, 4, 5, 76
4, 58, 3, 5, 375
7, 89, 12, 6, 372
2, 4, 11, 6, 16
3, 6, 10, 6, 23
7, 188, 9, 6, 719
6, 210, 8, 6, 721
5, 19, 7, 6, 60
7, 238, 6, 6, 561
3, 30, 5, 6, 64
4, 40, 4, 6, 86
5, 134, 3, 6, 281
4, 16, 14, 7, 37
11, 215, 13, 7, 577
6, 291, 12, 7, 559
5, 22, 11, 7, 53
6, 21, 10, 7, 51
4, 29, 9, 7, 69
3, 6, 8, 7, 144
6, 48, 7, 7, 108
5, 85, 6, 7, 177
0, 0, 5, 7, 0
3, 16, 4, 7, 32
5, 150, 3, 7, 267
4, 42, 16, 8, 84
6, 127, 15, 8, 199
3, 12, 14, 8, 18
5, 120, 13, 8, 193
9, 599, 12, 8, 651
7, 328, 11, 8, 313
5, 102, 10, 8, 104
7, 269, 9, 8, 249
6, 291, 8, 8, 266
4, 40, 7, 8, 44
7, 603, 6, 8, 625
5, 137, 5, 8, 476
4, 58, 4, 8, 47
8, 1579, 3, 8, 1134
5, 79, 20, 10, 81
3, 9, 19, 10, 11
8, 1311, 18, 10, 1935
11, 256, 24, 12, 245
4, 32, 26, 13, 33
7, 1205, 32, 16, 2032
3, 3, 4, 2, 14
2, 2, 3, 2, 11
4, 8, 6, 3, 32
3, 10, 5, 3, 38
3, 4, 4, 3, 39
1, 2, 3, 3, 12
5, 19, 8, 4, 111
1, 2, 7, 4, 12
2, 3, 6, 4, 42
3, 11, 5, 4, 79
0, 0, 4, 4, 1
2, 6, 3, 4, 40
0, 0, 10, 5, 1
4, 16, 9, 5, 94
5, 50, 8, 5, 202
5, 14, 7, 5, 40
4, 28, 6, 5, 87
4, 33, 5, 5, 88
4, 23, 4, 5, 86
5, 135, 3, 5, 370
4, 33, 12, 6, 198
2, 3, 11, 6, 16
3, 9, 9, 6, 35
5, 65, 8, 6, 403
6, 63, 7, 6, 221
0, 0, 6, 6, 0
3, 9, 5, 6, 31
4, 34, 4, 6, 76
2, 4, 3, 6, 10
7, 143, 14, 7, 388
11, 2703, 13, 7, 3312
7, 125, 12, 7, 116
1, 1, 11, 7, 1
5, 52, 10, 7, 49
6, 217, 9, 7, 202
4, 45, 8, 7, 42
9, 482, 7, 7, 1014
3, 15, 6, 7, 29
3, 9, 5, 7, 16
3, 12, 4, 7, 18
3, 24, 3, 7, 39
8, 2094, 16, 8, 1914
8, 734, 15, 8, 614
5, 66, 14, 8, 104
8, 2197, 13, 8, 2121
4, 27, 12, 8, 40
7, 93, 11, 8, 346
5, 33, 10, 8, 32
5, 87, 9, 8, 79
5, 180, 8, 8, 151
8, 336, 7, 8, 248
7, 165, 6, 8, 122
10, 6691, 5, 8, 6339
6, 324, 4, 8, 290
0, 0, 3, 8, 0
7, 123, 18, 9, 152
2, 4, 17, 9, 5
4, 17, 16, 9, 20
12, 3128, 15, 9, 3794
9, 1722, 13, 9, 2241
9, 903, 12, 9, 1231
8, 871, 11, 9, 1227
7, 644, 20, 10, 612
4, 50, 19, 10, 89
